日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20230630,7562,安楽亭,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,7564,ワークマン,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,7565,萬世電機,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,7567,栄電子,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,7570,橋本総業ホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230630,7571,ヤマノホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,7575,日本ライフライン,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
20230630,7578,ニチリョク,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,7581,サイゼリヤ,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230630,7585,かんなん丸,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,7590,タカショー,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230630,7593,ＶＴホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230630,7595,アルゴグラフィックス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7596,魚力,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,7599,ＩＤＯＭ,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
20230630,7600,日本エム・ディ・エム,プライム（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20230630,7601,ポプラ,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,7602,カーチスホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,7603,マックハウス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,7604,梅の花,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,7605,フジ・コーポレーション,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,7606,ユナイテッドアローズ,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230630,7607,進和,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230630,7608,エスケイジャパン,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230630,7609,ダイトロン,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230630,7610,テイツー,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,7611,ハイデイ日高,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230630,7613,シークス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
20230630,7614,オーエムツーネットワーク,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,7615,ＹＵ－ＷＡ　Ｃｒｅａｔｉｏｎ　Ｈｏｌｄｉｎｇｓ,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,7616,コロワイド,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
20230630,7618,ピーシーデポコーポレーション,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,7619,田中商事,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230630,7621,うかい,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,7623,サンオータス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,7624,ＮａＩＴＯ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,7625,グローバルダイニング,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,7628,オーハシテクニカ,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230630,7630,壱番屋,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230630,7634,星医療酸器,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,7635,杉田エース,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,7636,ハンズマン,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,7637,白銅,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230630,7638,ＮＥＷ　ＡＲＴ　ＨＯＬＤＩＮＧＳ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,7640,トップカルチャー,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,7643,ダイイチ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,7646,ＰＬＡＮＴ,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,7647,音通,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,7649,スギホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
20230630,7670,オーウエル,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,7671,ＡｍｉｄＡホールディングス,グロース（内国株式）,6100,小売業,14,小売 ,-,-
20230630,7673,ダイコー通産,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230630,7674,ＮＡＴＴＹ　ＳＷＡＮＫＹホールディングス,グロース（内国株式）,6100,小売業,14,小売 ,-,-
20230630,7676,グッドスピード,グロース（内国株式）,6100,小売業,14,小売 ,-,-
20230630,7677,ヤシマキザイ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,7678,あさくま,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,7679,薬王堂ホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,7680,軽自動車館,PRO Market,6100,小売業,14,小売 ,-,-
20230630,7681,レオクラン,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,7682,浜木綿,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,7683,ダブルエー,グロース（内国株式）,6100,小売業,14,小売 ,-,-
20230630,7685,ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,7686,カクヤスグループ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,7687,ミクリード,グロース（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,7689,コパ・コーポレーション,グロース（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,7690,カレント自動車,PRO Market,6050,卸売業,13,商社・卸売 ,-,-
20230630,7691,Ｃ　Ｃｈａｎｎｅｌ,PRO Market,6100,小売業,14,小売 ,-,-
20230630,7692,アースインフィニティ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,7693,北海道歯科産業,PRO Market,6050,卸売業,13,商社・卸売 ,-,-
20230630,7694,いつも,グロース（内国株式）,6100,小売業,14,小売 ,-,-
20230630,7695,交換できるくん,グロース（内国株式）,6100,小売業,14,小売 ,-,-
20230630,7698,アイスコ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,7699,オムニ・プラス・システム・リミテッド　ＪＤＲ,グロース（外国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,7701,島津製作所,プライム（内国株式）,3750,精密機器,9,電機・精密 ,4,TOPIX Mid400
20230630,7702,ＪＭＳ,プライム（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20230630,7705,ジーエルサイエンス,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-
20230630,7707,プレシジョン・システム・サイエンス,グロース（内国株式）,3750,精密機器,9,電機・精密 ,-,-
20230630,7709,クボテック,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20230630,7711,助川電気工業,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-
20230630,7713,シグマ光機,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-
20230630,7715,長野計器,プライム（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20230630,7716,ナカニシ,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-
20230630,7717,ブイ・テクノロジー,プライム（内国株式）,3750,精密機器,9,電機・精密 ,6,TOPIX Small 1
20230630,7718,スター精密,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
20230630,7719,東京衡機,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-
20230630,7721,東京計器,プライム（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20230630,7722,国際計測器,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-
20230630,7723,愛知時計電機,プライム（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20230630,7725,インターアクション,プライム（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20230630,7726,黒田精工,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
20230630,7727,オーバル,プライム（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20230630,7729,東京精密,プライム（内国株式）,3750,精密機器,9,電機・精密 ,6,TOPIX Small 1
20230630,7730,マニー,プライム（内国株式）,3750,精密機器,9,電機・精密 ,4,TOPIX Mid400
20230630,7731,ニコン,プライム（内国株式）,3750,精密機器,9,電機・精密 ,4,TOPIX Mid400
20230630,7732,トプコン,プライム（内国株式）,3750,精密機器,9,電機・精密 ,4,TOPIX Mid400
20230630,7733,オリンパス,プライム（内国株式）,3750,精密機器,9,電機・精密 ,2,TOPIX Large70
20230630,7734,理研計器,プライム（内国株式）,3750,精密機器,9,電機・精密 ,6,TOPIX Small 1
20230630,7735,ＳＣＲＥＥＮホールディングス,プライム（内国株式）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
20230630,7739,キヤノン電子,プライム（内国株式）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20230630,7740,タムロン,プライム（内国株式）,3750,精密機器,9,電機・精密 ,6,TOPIX Small 1
20230630,7741,ＨＯＹＡ,プライム（内国株式）,3750,精密機器,9,電機・精密 ,1,TOPIX Core30
20230630,7743,シード,プライム（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20230630,7744,ノーリツ鋼機,プライム（内国株式）,3750,精密機器,9,電機・精密 ,6,TOPIX Small 1
20230630,7745,Ａ＆Ｄホロンホールディングス,プライム（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20230630,7746,岡本硝子,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-
20230630,7747,朝日インテック,プライム（内国株式）,3750,精密機器,9,電機・精密 ,4,TOPIX Mid400
20230630,7749,メディキット,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-
20230630,7751,キヤノン,プライム（内国株式）,3650,電気機器,9,電機・精密 ,2,TOPIX Large70
20230630,7752,リコー,プライム（内国株式）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
20230630,7760,ＩＭＶ,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-
20230630,7762,シチズン時計,プライム（内国株式）,3750,精密機器,9,電機・精密 ,6,TOPIX Small 1
20230630,7769,リズム,プライム（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20230630,7771,日本精密,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-
20230630,7774,ジャパン・ティッシュエンジニアリング,グロース（内国株式）,3750,精密機器,9,電機・精密 ,-,-
20230630,7775,大研医器,プライム（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20230630,7776,セルシード,グロース（内国株式）,3750,精密機器,9,電機・精密 ,-,-
20230630,7777,スリー・ディー・マトリックス,グロース（内国株式）,3750,精密機器,9,電機・精密 ,-,-
20230630,7779,ＣＹＢＥＲＤＹＮＥ,グロース（内国株式）,3750,精密機器,9,電機・精密 ,-,-
20230630,7780,メニコン,プライム（内国株式）,3750,精密機器,9,電機・精密 ,4,TOPIX Mid400
20230630,7781,平山ホールディングス,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-
20230630,7782,シンシア,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20230630,7790,バルコス,PRO Market,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7791,ドリームベッド,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7792,コラントッテ,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7793,イメージ・マジック,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7794,イーディーピー,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7795,ＫＹＯＲＩＴＳＵ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7800,アミファ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7803,ブシロード,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7804,ビーアンドピー,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7805,プリントネット,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7806,ＭＴＧ,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7807,幸和製作所,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7808,シー・エス・ランバー,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7809,壽屋,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7810,クロスフォー,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7811,中本パックス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7812,クレステック,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7813,プラッツ,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7814,日本創発グループ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7815,東京ボード工業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7816,スノーピーク,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230630,7817,パラマウントベッドホールディングス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230630,7818,トランザクション,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7819,粧美堂,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7820,ニホンフラッシュ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7821,前田工繊,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230630,7822,永大産業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7823,アートネイチャー,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7826,フルヤ金属,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7827,オービス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7829,サマンサタバサジャパンリミテッド,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7831,ウイルコホールディングス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7832,バンダイナムコホールディングス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,2,TOPIX Large70
20230630,7833,アイフィスジャパン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7836,アビックス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7837,アールシーコア,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7839,ＳＨＯＥＩ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230630,7840,フランスベッドホールディングス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7841,遠藤製作所,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7844,マーベラス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7846,パイロットコーポレーション,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230630,7847,グラファイトデザイン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7849,スターツ出版,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230630,7850,総合商研,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7851,カワセコンピュータサプライ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7856,萩原工業,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7857,セキ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7859,アルメディオ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7860,エイベックス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230630,7863,平賀,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7864,フジシールインターナショナル,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230630,7865,ピープル,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7867,タカラトミー,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230630,7868,広済堂ホールディングス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7871,フクビ化学工業,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230630,7872,エステールホールディングス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7874,レック,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230630,7875,竹田ｉＰホールディングス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7877,永大化工,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230630,7878,光・彩,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7879,ノダ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7883,サンメッセ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7885,タカノ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7886,ヤマト・インダストリー,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230630,7887,南海プライウッド,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7888,三光合成,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230630,7893,プロネクサス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7896,セブン工業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7897,ホクシン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7898,ウッドワン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7899,ＭＩＣＳ化学,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230630,7901,マツモト,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7902,ソノコム,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7905,大建工業,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7906,ヨネックス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7908,きもと,スタンダード（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230630,7911,凸版印刷,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230630,7912,大日本印刷,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230630,7914,共同印刷,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7915,ＮＩＳＳＨＡ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230630,7916,光村印刷,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7917,藤森工業,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230630,7918,ヴィア・ホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,7919,野崎印刷紙業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7921,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7922,三光産業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7923,トーイン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7925,前澤化成工業,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230630,7927,ムトー精工,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230630,7928,旭化学工業,スタンダード（内国株式）,3200,化学,4,素材・化学 ,-,-
20230630,7931,未来工業,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230630,7932,ニッピ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7936,アシックス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230630,7937,ツツミ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7938,リーガルコーポレーション,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7939,研創,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7940,ウェーブロックホールディングス,スタンダード（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230630,7942,ＪＳＰ,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230630,7943,ニチハ,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,6,TOPIX Small 1
20230630,7944,ローランド,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230630,7946,光陽社,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7947,エフピコ,プライム（内国株式）,3200,化学,4,素材・化学 ,4,TOPIX Mid400
20230630,7949,小松ウオール工業,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7951,ヤマハ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230630,7952,河合楽器製作所,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7953,菊水化学工業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7955,クリナップ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7956,ピジョン,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230630,7957,フジコピアン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7958,天馬,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230630,7962,キングジム,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7963,興研,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7965,象印マホービン,プライム（内国株式）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20230630,7966,リンテック,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230630,7970,信越ポリマー,プライム（内国株式）,3200,化学,4,素材・化学 ,6,TOPIX Small 1
20230630,7971,東リ,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230630,7972,イトーキ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7974,任天堂,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,1,TOPIX Core30
20230630,7975,リヒトラブ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7976,三菱鉛筆,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230630,7979,松風,プライム（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20230630,7980,重松製作所,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7981,タカラスタンダード,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230630,7983,ミロク,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7984,コクヨ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230630,7985,ネポン,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230630,7986,日本アイ・エス・ケイ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7987,ナカバヤシ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,7988,ニフコ,プライム（内国株式）,3200,化学,4,素材・化学 ,4,TOPIX Mid400
20230630,7989,立川ブラインド工業,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20230630,7990,グローブライド,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230630,7991,マミヤ・オーピー,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
20230630,7992,セーラー万年筆,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7994,オカムラ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230630,7995,バルカー,プライム（内国株式）,3200,化学,4,素材・化学 ,6,TOPIX Small 1
20230630,7997,くろがね工作所,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,7999,ＭＵＴＯＨホールディングス,スタンダード（内国株式）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20230630,8001,伊藤忠商事,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,1,TOPIX Core30
